qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovs
AMP_0214,CAN5891735.1,50,36,18,0,1,36,1,36,1.88e-04,42,75
AMP_0214,VAV98534.1,50,36,18,0,1,36,1,36,1.91e-04,42,72.22
AMP_0214,ECZ30870.1,50,36,18,0,1,36,1,36,1.93e-04,42,75
AMP_0214,CAN5258217.1,54.286,35,16,0,2,36,3,37,1.98e-04,42,77.14
AMP_0214,MNU57295.1,52.778,36,17,0,1,36,1,36,2.02e-04,42,72.22
AMP_0214,CAB4776116.1,55.556,36,16,0,1,36,1,36,2.19e-04,42,69.44
AMP_0214,EBJ89875.1,37.5,40,25,0,1,40,13,52,2.22e-04,40.8,67.5
AMP_0214,SUZ99365.1,52.941,34,16,0,1,34,2,35,2.27e-04,41.6,67.65
AMP_0214,MNK20932.1,52.778,36,17,0,1,36,1,36,2.46e-04,41.6,72.22
AMP_0214,CAB4936117.1,54.286,35,16,0,2,36,3,37,2.55e-04,41.6,77.14
AMP_0214,ECA39837.1,48.649,37,19,0,1,37,1,37,2.64e-04,40.4,64.86
AMP_0214,EBS85932.1,37.5,40,25,0,1,40,15,54,2.64e-04,40,67.5
AMP_0214,MNS53109.1,52.778,36,17,0,1,36,1,36,2.92e-04,41.6,72.22
AMP_0214,EBV43685.1,45.946,37,20,0,1,37,39,75,2.99e-04,41.2,72.97
AMP_0214,MBA7706159.1,47.222,36,19,0,1,36,1,36,3.01e-04,41.6,72.22
AMP_0214,EDD92928.1,46.154,39,21,0,1,39,1,39,3.07e-04,41.2,69.23
AMP_0214,CAN5176184.1,45.946,37,20,0,1,37,1,37,3.25e-04,41.2,70.27
AMP_0214,MNQ62154.1,52.778,36,17,0,1,36,1,36,3.34e-04,41.2,72.22
AMP_0214,CAN5464735.1,48.649,37,19,0,1,37,1,37,3.67e-04,41.2,70.27
AMP_0214,SVA23811.1,47.222,36,19,0,1,36,2,37,3.90e-04,41.2,72.22
AMP_0214,ECX60103.1,47.222,36,19,0,1,36,39,74,3.93e-04,41.2,75
AMP_0214,MBA7634627.1,47.222,36,19,0,1,36,1,36,4.21e-04,41.2,72.22
AMP_0214,ECF26385.1,46.154,39,21,0,1,39,17,55,4.22e-04,40.8,66.67
AMP_0222,SVD79155.1,73.171,41,11,0,1,41,18,58,6.86e-12,59.7,80.49
AMP_0222,SVA63831.1,57.895,38,16,0,3,40,51,88,7.85e-04,39.3,63.16
AMP_0224,ETJ19659.1,59.375,32,13,0,2,33,11,42,0.031,33.9,65.62
AMP_0231,MNV41876.1,27.273,44,32,0,5,48,46,89,0.047,35.4,61.36
AMP_0237,ECJ76332.1,96.552,29,1,0,15,43,4,32,3.58e-12,60.8,96.55
